"","cell","number_checklists","total_SR","total_duration","avg_duration","avg_distance","square"
"113",78361946,2,19,1152,57.6,1.672,"r1c4"
"114",78362750,1,3,72,24,3.346,"r1c4"
"115",78398834,1,13,741,57,1.298,"r1c4"
"116",78830534,22,22,3960,180,NA,"r1c4"
"117",79011336,2,12,840,60,NA,"r1c4"
"118",80455685,1,23,5520,240,3,"r1c4"
"119",81682497,1,20,1800,90,1.609,"r1c4"
"120",87453295,1,2,12,6,NA,"r1c4"
"121",89688082,1,7,420,60,2,"r1c4"
"122",89868711,1,3,9,3,NA,"r1c4"
"123",89941057,1,16,3840,240,5,"r1c4"
"124",90049053,1,1,73,73,2.3,"r1c4"
"125",90590331,2,15,1964,109.111111111111,2.78,"r1c4"
"126",90626413,1,1,159,159,4.192,"r1c4"
"127",90662492,2,11,530,35.3333333333333,1.84646666666667,"r1c4"
"128",90662495,1,10,300,30,1.24,"r1c4"
"129",90698564,1,2,214,107,4.203,"r1c4"
"130",90698566,1,6,642,107,4.236,"r1c4"
"131",90698568,1,2,4,2,NA,"r1c4"
"132",90806804,1,1,75,75,5,"r1c4"
"133",90842898,1,14,2380,170,2.46,"r1c4"
"134",90842899,1,10,1040,104,4.95,"r1c4"
"135",90843259,1,3,75,25,NA,"r1c4"
"136",90951147,1,5,600,120,4,"r1c4"
"137",90955746,1,19,4560,240,4,"r1c4"
"138",90991831,3,28,5955,116.764705882353,3.82352941176471,"r1c4"
"139",90991898,3,32,1880,48.2051282051282,NA,"r1c4"
"140",91533192,1,1,10,10,NA,"r1c4"
"141",91821867,5,3,2400,200,4,"r1c4"
"142",92214466,1,13,1950,150,3,"r1c4"
"143",93265607,1,6,360,60,NA,"r1c4"
"144",93265608,2,15,2482,103.416666666667,2.36666666666667,"r1c4"
"145",93265609,1,1,7,7,NA,"r1c4"
"146",93442096,1,7,840,120,NA,"r1c4"
"147",93518197,2,16,1882,69.7037037037037,1.59259259259259,"r1c4"
"148",93554282,1,14,840,60,1,"r1c4"
"149",93590374,2,11,705,58.75,1.96741666666667,"r1c4"
"150",93590379,5,32,10434,196.867924528302,3.75801886792453,"r1c4"
"151",93626462,3,16,5220,180,3.72413793103448,"r1c4"
"152",93843003,1,7,70,10,4.021,"r1c4"
"153",94059179,1,32,4512,141,3.09,"r1c4"
"154",94528596,1,6,960,160,2.823,"r1c4"
"155",94564678,1,1,120,120,1.609,"r1c4"
"156",94564681,1,10,690,69,3,"r1c4"
"157",94632065,1,5,150,30,NA,"r1c4"
"158",94632066,1,5,150,30,2,"r1c4"
"159",94961599,1,5,515,103,0.5,"r1c4"
"160",94997762,2,5,100,20,NA,"r1c4"
"161",95028360,1,8,120,15,NA,"r1c4"
"162",95033841,4,25,7103,154.413043478261,3.5249347826087,"r1c4"
"163",95033845,1,7,245,35,NA,"r1c4"
"164",95069929,6,27,4992,116.093023255814,0.706023255813953,"r1c4"
"165",95425271,1,7,140,20,NA,"r1c4"
"166",95533513,1,10,150,15,NA,"r1c4"
"167",96219084,1,18,54,3,NA,"r1c4"
"168",96440846,1,9,657,73,NA,"r1c4"
"169",97451139,1,7,133,19,NA,"r1c4"
"170",97956236,1,7,189,27,5,"r1c4"
"171",97989582,1,2,8,4,NA,"r1c4"
"172",98064531,1,6,150,25,NA,"r1c4"
"173",98168995,1,3,255,85,3.38,"r1c4"
"174",98458444,1,5,90,18,NA,"r1c4"
"175",98750087,1,6,156,26,NA,"r1c4"
"176",98858206,1,13,1001,77,4.828,"r1c4"
"177",98997569,1,1,8,8,NA,"r1c4"
"178",99074674,1,2,180,90,4.828,"r1c4"
"179",99110763,2,5,33,5.5,NA,"r1c4"
"180",99146842,1,30,7200,240,5,"r1c4"
"181",99182925,3,14,238,17,1.052,"r1c4"
"182",99182929,2,16,1540,66.9565217391304,0.5,"r1c4"
"183",99359714,1,20,1500,75,1.77,"r1c4"
"184",99466675,1,7,35,5,NA,"r1c4"
"185",99616051,1,8,408,51,NA,"r1c4"
"186",99864832,1,6,1080,180,NA,"r1c4"
"187",100009166,1,1,5,5,NA,"r1c4"
"188",100044016,1,1,60,60,NA,"r1c4"
"189",100117301,1,18,2700,150,4.828,"r1c4"
"190",100153497,3,35,3977,75.0377358490566,3.54184905660377,"r1c4"
"191",100337497,1,24,2160,90,2,"r1c4"
"192",100337499,6,26,7200,144,4.52,"r1c4"
"193",100445687,1,15,1800,120,2,"r1c4"
"194",100481767,2,4,80,20,NA,"r1c4"
"195",100514303,1,8,64,8,NA,"r1c4"
"196",100586359,1,3,30,10,NA,"r1c4"
"197",100590203,1,9,108,12,2.531,"r1c4"
"198",100698331,6,18,1620,90,1.111,"r1c4"
"199",100734413,3,19,1805,95,0.8,"r1c4"
"200",100734530,1,18,2700,150,1.821,"r1c4"
"201",100735319,1,9,810,90,NA,"r1c4"
"202",100770497,1,12,912,76,1.609,"r1c4"
"203",100806623,1,8,960,120,2.414,"r1c4"
"204",100842665,7,30,10436,208.72,2.45808,"r1c4"
"205",100842666,6,14,990,47.1428571428571,NA,"r1c4"
"206",100842667,12,26,7502,156.291666666667,2.2661875,"r1c4"
"207",100875015,1,12,1440,120,3,"r1c4"
"208",100875041,1,3,132,44,2.519,"r1c4"
"209",100878747,1,7,742,106,1.1,"r1c4"
"210",100878753,1,6,294,49,2.327,"r1c4"
"211",100878754,1,7,497,71,2.17,"r1c4"
"212",100911123,2,13,630,31.5,0.5512,"r1c4"
"213",100914832,1,2,8,4,NA,"r1c4"
"214",100914833,1,1,1,1,NA,"r1c4"
"215",100914839,2,6,192,32,0.7,"r1c4"
"216",100914844,1,2,4,2,NA,"r1c4"
"217",100947204,1,5,280,56,1.434,"r1c4"
"218",100987008,1,3,9,3,NA,"r1c4"
"219",101019347,1,1,10,10,NA,"r1c4"
"220",101023089,1,10,1200,120,4,"r1c4"
"221",101059171,6,22,2268,61.2972972972973,NA,"r1c4"
"222",101095253,2,9,540,60,1.1,"r1c4"
"223",101095254,1,15,1575,105,3,"r1c4"
"224",101095300,2,3,52,10.4,NA,"r1c4"
"225",101096179,1,6,360,60,5,"r1c4"
"226",101168333,1,9,1080,120,NA,"r1c4"
"227",101203527,1,11,1980,180,2,"r1c4"
"228",101275676,1,1,3,3,NA,"r1c4"
"229",101307777,1,5,150,30,NA,"r1c4"
"230",101310655,1,1,49,49,1.643,"r1c4"
"231",101311722,1,17,5100,300,3,"r1c4"
"232",101347859,1,1,120,120,4.828,"r1c4"
"233",101348894,1,9,810,90,NA,"r1c4"
"234",101383942,6,20,3149,116.62962962963,NA,"r1c4"
"235",101419947,1,15,4500,300,3,"r1c4"
"236",101420027,1,10,1070,107,2.523,"r1c4"
"237",101452442,1,13,462,33,0.595,"r1c4"
"238",101456114,1,8,600,75,1,"r1c4"
"239",101492195,1,15,1650,110,3,"r1c4"
"240",101492196,1,6,18,3,NA,"r1c4"
"241",101528278,5,15,1802,60.0666666666667,1.89136666666667,"r1c4"
"242",101528279,3,7,46,4.6,NA,"r1c4"
"243",101528297,1,13,2340,180,3,"r1c4"
"244",101560587,1,5,100,20,NA,"r1c4"
"245",101564361,2,14,2594,136.526315789474,1.521,"r1c4"
"246",101564363,1,4,20,5,NA,"r1c4"
"247",101564380,1,19,4560,240,NA,"r1c4"
"248",101596674,1,8,1920,240,NA,"r1c4"
"249",101600445,10,28,5206,70.3513513513514,NA,"r1c4"
"250",101600446,2,10,570,57,3.219,"r1c4"
"251",101636498,1,11,1672,152,0.5,"r1c4"
"252",101636499,1,4,300,75,1.609,"r1c4"
"253",101703698,1,9,927,103,NA,"r1c4"
"254",101708709,7,23,4890,125.384615384615,NA,"r1c4"
"255",101741101,1,15,975,65,4.828,"r1c4"
"256",101744753,1,5,50,10,0.726,"r1c4"
"257",101853035,1,7,266,38,NA,"r1c4"
"258",101888964,3,25,7380,171.627906976744,4.44186046511628,"r1c4"
"259",101889118,1,15,450,30,NA,"r1c4"
"260",101889119,1,6,282,47,0.4,"r1c4"
"261",101890182,1,1,84,84,3.146,"r1c4"
"262",101925089,3,8,860,95.5555555555556,NA,"r1c4"
"263",101925091,1,14,3360,240,3,"r1c4"
"264",101957365,1,4,80,20,NA,"r1c4"
"265",101961250,2,11,539,49,2,"r1c4"
"266",102069439,7,28,8580,150.526315789474,NA,"r1c4"
"267",102106617,1,7,420,60,NA,"r1c4"
"268",102141600,1,13,2340,180,NA,"r1c4"
"269",102141702,2,12,1076,76.8571428571429,4.01714285714286,"r1c4"
"270",102142764,7,38,10033,95.552380952381,NA,"r1c4"
"271",102177875,1,5,50,10,3.642,"r1c4"
"272",102178848,1,6,924,154,4.891,"r1c4"
"273",102178849,1,16,2656,166,4.072,"r1c4"
"274",102210023,1,6,120,20,NA,"r1c4"
"275",102213875,1,12,156,13,2.364,"r1c4"
"276",102214932,5,5,485,97,3.7056,"r1c4"
"277",102249915,2,5,150,30,NA,"r1c4"
"278",102251015,1,3,6,2,NA,"r1c4"
"279",102251018,4,4,96,24,3.363,"r1c4"
"280",102282097,2,17,680,20,NA,"r1c4"
"281",102287097,1,13,1001,77,2.35,"r1c4"
"282",102323182,1,1,10,10,NA,"r1c4"
"283",102358370,1,4,80,20,5,"r1c4"
"284",102395349,1,21,2961,141,NA,"r1c4"
"285",102430189,1,4,480,120,5,"r1c4"
"286",102430335,2,7,126,18,NA,"r1c4"
"287",102467103,1,8,96,12,4.837,"r1c4"
"288",102467126,1,6,60,10,4.093,"r1c4"
"289",102498591,1,4,360,90,4,"r1c4"
"290",102539702,1,10,240,24,4.989,"r1c4"
"291",102570698,1,4,60,15,NA,"r1c4"
"292",102570738,1,6,90,15,NA,"r1c4"
"293",102574672,1,8,400,50,1.7,"r1c4"
"294",102611918,56,36,4210,10,NA,"r1c4"
"295",102611919,83,33,4500,10,NA,"r1c4"
"296",102611920,28,15,880,10,NA,"r1c4"
"297",102611921,56,29,2750,10,NA,"r1c4"
"298",102611922,28,23,1980,10,NA,"r1c4"
"299",102648001,28,14,940,10,NA,"r1c4"
"300",102648002,28,17,930,10,NA,"r1c4"
"301",102648003,55,26,2370,10,NA,"r1c4"
"302",102648004,28,15,790,10,NA,"r1c4"
"303",102648005,86,33,4306,13.8012820512821,NA,"r1c4"
"304",102648006,85,38,3710,10,NA,"r1c4"
"305",102648007,28,19,910,10,NA,"r1c4"
"306",102684085,56,43,3970,10,NA,"r1c4"
"307",102684086,28,26,1480,10,NA,"r1c4"
"308",102684088,55,39,3070,10,NA,"r1c4"
"309",102684089,28,22,1070,10,NA,"r1c4"
"310",102684090,56,22,2110,10,NA,"r1c4"
"311",102684091,57,40,3380,10,NA,"r1c4"
"312",102684092,28,27,1830,10,NA,"r1c4"
"313",102827256,1,7,280,40,0.3,"r1c4"
"314",102864411,1,6,360,60,NA,"r1c4"
"315",102936730,2,2,34,17,0.5,"r1c4"
"316",103008888,1,1,5,5,0.451,"r1c4"
"317",103043781,1,11,957,87,2.7,"r1c4"
"318",103044909,1,6,270,45,NA,"r1c4"
"319",103079797,1,9,603,67,3.08,"r1c4"
"320",103079798,1,3,60,20,0.66,"r1c4"
"321",103328673,2,8,440,36.6666666666667,0.708333333333333,"r1c4"
"322",103333645,1,1,6,6,0.241,"r1c4"
"323",103477991,1,1,34,34,4.458,"r1c4"
"324",103514384,1,4,28,7,1.271,"r1c4"
"325",103586289,1,5,20,4,0.499,"r1c4"
"326",103622379,1,5,15,3,0.08,"r1c4"
"327",103622380,1,1,3,3,0.29,"r1c4"
"328",103653225,1,11,2640,240,NA,"r1c4"
"329",103658325,1,5,300,60,NA,"r1c4"
"330",103693287,1,9,1251,139,3,"r1c4"
"331",103765458,1,16,1328,83,3.43,"r1c4"
"332",103801530,1,10,600,60,2,"r1c4"
"333",103801532,1,2,30,15,NA,"r1c4"
"334",103833625,1,6,90,15,NA,"r1c4"
"335",103837616,1,11,1166,106,0.3,"r1c4"
"336",103873700,1,4,220,55,1.13,"r1c4"
"337",103905793,1,4,60,15,NA,"r1c4"
"338",103911364,1,5,300,60,NA,"r1c4"
"339",103942039,1,10,90,9,NA,"r1c4"
"340",103947031,1,6,630,105,NA,"r1c4"
"341",103947152,22,51,22679,83.3786764705882,NA,"r1c4"
"342",103947184,2,2,4,2,0.438,"r1c4"
"343",103978119,1,7,210,30,0.483,"r1c4"
"344",103978120,1,4,16,4,NA,"r1c4"
"345",103983243,1,13,585,45,0.805,"r1c4"
"346",104014199,1,12,552,46,0.483,"r1c4"
"347",104014205,1,16,400,25,0.322,"r1c4"
"348",104019322,30,56,24535,101.384297520661,NA,"r1c4"
"349",104050283,2,29,1178,25.6086956521739,NA,"r1c4"
"350",104086208,2,19,962,31.0322580645161,NA,"r1c4"
"351",104086212,1,32,7680,240,5,"r1c4"
"352",104122290,6,33,5699,73.0641025641026,1.79161538461538,"r1c4"
"353",104158534,1,11,110,10,NA,"r1c4"
"354",104158536,5,37,4610,49.0425531914894,NA,"r1c4"
"355",104194462,1,5,45,9,0.129,"r1c4"
"356",104194532,1,4,44,11,NA,"r1c4"
"357",104194536,1,8,280,35,0.322,"r1c4"
"358",104194618,2,25,2096,55.1578947368421,0.220105263157895,"r1c4"
"359",104194619,1,26,2600,100,1.931,"r1c4"
"360",104194620,1,31,5425,175,1.931,"r1c4"
"361",104230542,4,15,2353,78.4333333333333,NA,"r1c4"
"362",104230544,2,13,564,35.25,0.4374375,"r1c4"
"363",104230595,1,14,784,56,0.483,"r1c4"
"364",104266623,1,11,440,40,NA,"r1c4"
"365",104266626,2,10,330,30,NA,"r1c4"
"366",104266627,10,43,10191,95.2429906542056,NA,"r1c4"
"367",104266629,1,5,85,17,0.547,"r1c4"
"368",104266630,1,3,120,40,1.37,"r1c4"
"369",104266631,1,5,95,19,1.2,"r1c4"
"370",104302704,1,6,174,29,1.172,"r1c4"
"371",104302707,2,18,1724,86.2,2.9202,"r1c4"
"372",104302709,1,8,296,37,1.84,"r1c4"
"373",104302710,9,36,7429,75.040404040404,NA,"r1c4"
"374",104302711,4,27,3241,72.0222222222222,2.43151111111111,"r1c4"
"375",104302712,3,16,1578,71.7272727272727,NA,"r1c4"
"376",104302714,2,7,340,30.9090909090909,NA,"r1c4"
"377",104302716,1,3,180,60,NA,"r1c4"
"378",104302717,1,4,60,15,NA,"r1c4"
"379",104302726,1,6,120,20,2,"r1c4"
"380",104302736,1,21,2184,104,2.092,"r1c4"
"381",104302757,2,8,2000,200,4.22,"r1c4"
"382",104308040,1,4,28,7,1.839,"r1c4"
"383",104338784,1,8,144,18,0.91,"r1c4"
"384",104338787,2,11,1390,73.1578947368421,NA,"r1c4"
"385",104338788,1,7,56,8,NA,"r1c4"
"386",104338791,4,14,960,40,NA,"r1c4"
"387",104338793,22,41,9877,145.25,NA,"r1c4"
"388",104338795,3,18,1458,56.0769230769231,NA,"r1c4"
"389",104338798,1,12,612,51,1.25,"r1c4"
"390",104338872,1,13,455,35,0.161,"r1c4"
"391",104339052,2,8,70,8.75,NA,"r1c4"
"392",104374875,4,25,4944,137.333333333333,NA,"r1c4"
"393",104374877,4,20,2165,60.1388888888889,NA,"r1c4"
"394",104374878,2,13,740,43.5294117647059,1.36176470588235,"r1c4"
"395",104374879,2,8,139,15.4444444444444,NA,"r1c4"
"396",104374882,1,5,25,5,0.257,"r1c4"
"397",104410959,27,26,5968,29.9899497487437,NA,"r1c4"
"398",104410960,4,11,1101,55.05,2.1372,"r1c4"
"399",104410961,1,15,2700,180,5,"r1c4"
"400",104410973,2,22,3480,116,5,"r1c4"
"401",104416193,1,7,420,60,NA,"r1c4"
"402",104447041,3,16,1005,43.695652173913,NA,"r1c4"
"403",104447042,43,20,5554,22.0396825396825,NA,"r1c4"
"404",104447044,21,24,1899,15.4390243902439,NA,"r1c4"
"405",104447045,7,16,623,11.9807692307692,0.875576923076923,"r1c4"
"406",104447046,5,19,811,19.780487804878,NA,"r1c4"
"407",104483127,5,10,560,18.6666666666667,NA,"r1c4"
"408",104483128,15,22,2164,21.4257425742574,NA,"r1c4"
"409",104483129,1,7,105,15,1.24,"r1c4"
"410",104488231,1,6,360,60,NA,"r1c4"
"411",104519205,1,5,45,9,NA,"r1c4"
"412",104519206,1,2,82,41,1.45,"r1c4"
"413",104519207,3,6,535,48.6363636363636,NA,"r1c4"
"414",104519210,12,20,5208,53.1428571428571,NA,"r1c4"
"415",104519211,8,17,1984,33.0666666666667,NA,"r1c4"
"416",104555288,2,10,235,18.0769230769231,NA,"r1c4"
"417",104555293,1,11,187,17,1.14,"r1c4"
"418",104555294,3,20,2200,88,3.896,"r1c4"
"419",104591349,3,12,1284,71.3333333333333,1.755,"r1c4"
"420",104591380,1,3,90,30,NA,"r1c4"
"421",104627440,1,12,1080,90,3,"r1c4"
"422",104627475,2,6,106,17.6666666666667,NA,"r1c4"
"423",104663516,1,4,40,10,NA,"r1c4"
"424",104663687,3,16,768,48,0.322,"r1c4"
"425",104663688,3,12,456,38,0.322,"r1c4"
"426",104699767,1,7,511,73,0.483,"r1c4"
"427",104699773,1,16,1440,90,2,"r1c4"
"428",104699778,3,34,13800,265.384615384615,NA,"r1c4"
"429",104699779,1,24,1440,60,0.8,"r1c4"
"430",104735860,1,9,585,65,1,"r1c4"
"431",104741281,1,1,30,30,NA,"r1c4"
"432",104771804,1,4,120,30,5,"r1c4"
"433",104772024,1,19,1140,60,NA,"r1c4"
"434",104808022,2,38,3476,75.5652173913043,NA,"r1c4"
"435",104813185,1,7,420,60,NA,"r1c4"
"436",104813290,2,2,120,60,1.609,"r1c4"
"437",104813291,1,2,120,60,NA,"r1c4"
"438",104844105,4,35,4294,75.3333333333333,1.58371929824561,"r1c4"
"439",104846825,1,1,300,300,3,"r1c4"
"440",104882776,2,51,14300,260,5,"r1c4"
"441",104952350,1,19,570,30,0.6,"r1c4"
"442",104952352,1,9,81,9,NA,"r1c4"
"443",104993750,1,1,14,14,3.205,"r1c4"
"444",105096561,1,3,36,12,0.08,"r1c4"
"445",105096682,1,5,20,4,NA,"r1c4"
"446",105102111,1,5,70,14,2.58,"r1c4"
"447",105132764,1,18,540,30,NA,"r1c4"
"448",105138005,3,4,52,13,1.255,"r1c4"
"449",105138208,1,11,693,63,NA,"r1c4"
"450",105168690,1,4,8,2,NA,"r1c4"
"451",105168878,1,20,1800,90,5,"r1c4"
"452",105246342,1,8,160,20,3.778,"r1c4"
"453",105276982,1,45,10800,240,5,"r1c4"
"454",105277093,1,16,720,45,0.4,"r1c4"
"455",105277144,1,6,90,15,0.5,"r1c4"
"456",105282374,5,24,6920,203.529411764706,NA,"r1c4"
"457",105312798,1,20,2400,120,1.5,"r1c4"
"458",105313064,1,2,16,8,NA,"r1c4"
"459",105313178,1,22,660,30,NA,"r1c4"
"460",105313181,1,6,156,26,0.161,"r1c4"
"461",105313226,1,31,4185,135,5,"r1c4"
"462",105313275,1,31,7440,240,5,"r1c4"
"463",105318391,1,14,840,60,NA,"r1c4"
"464",105348877,1,22,990,45,1.5,"r1c4"
"465",105349147,1,14,840,60,2,"r1c4"
"466",105385189,1,2,224,112,3.14,"r1c4"
"467",105385352,1,24,2520,105,1.47,"r1c4"
"468",105421041,1,6,36,6,NA,"r1c4"
"469",105426711,1,6,360,60,NA,"r1c4"
"470",105462792,1,17,3162,186,3.492,"r1c4"
"471",105462793,1,13,1573,121,3.862,"r1c4"
"472",105462794,12,20,4135,165.4,4.77872,"r1c4"
"473",105529568,1,10,230,23,0.483,"r1c4"
"474",105607121,1,1,30,30,NA,"r1c4"
"475",105637516,1,2,20,10,NA,"r1c4"
"476",105637645,1,3,600,200,4,"r1c4"
"477",105637647,3,32,5604,140.1,NA,"r1c4"
"478",105679351,1,1,2,2,NA,"r1c4"
"479",105710183,4,39,8430,142.881355932203,4.28813559322034,"r1c4"
"480",105746001,1,5,300,60,2,"r1c4"
"481",105746074,1,1,8,8,NA,"r1c4"
"482",105746271,1,27,4860,180,2,"r1c4"
"483",105746282,1,9,1080,120,4.023,"r1c4"
"484",105787556,1,5,300,60,NA,"r1c4"
"485",105818238,1,2,50,25,NA,"r1c4"
"486",105818239,1,17,1020,60,2,"r1c4"
"487",105818240,4,32,4010,85.3191489361702,NA,"r1c4"
"488",105818445,1,12,600,50,4.828,"r1c4"
"489",105854141,1,44,6600,150,1,"r1c4"
"490",105854326,5,38,5560,106.923076923077,NA,"r1c4"
"491",105854327,6,15,3360,197.647058823529,2.11764705882353,"r1c4"
"492",105859597,1,9,540,60,NA,"r1c4"
"493",105890409,2,29,3791,108.314285714286,3.39562857142857,"r1c4"
"494",105890410,1,10,1340,134,3.14,"r1c4"
"495",105890597,9,49,14760,258.947368421053,4,"r1c4"
"496",105890602,2,32,10380,241.395348837209,4,"r1c4"
"497",105890604,9,21,3000,142.857142857143,3.38095238095238,"r1c4"
"498",105895790,2,9,600,60,NA,"r1c4"
"499",105926683,1,13,2340,180,4,"r1c4"
"500",105926693,6,43,7129,72.7448979591837,2.40483673469388,"r1c4"
"501",105962768,8,17,2520,120,2.11428571428571,"r1c4"
"502",105962774,1,16,1920,120,3,"r1c4"
"503",105998848,16,54,18960,163.448275862069,3.1551724137931,"r1c4"
"504",105998859,1,14,840,60,2.151,"r1c4"
"505",106004109,1,12,240,20,NA,"r1c4"
"506",106034554,1,21,1890,90,0.8,"r1c4"
"507",106034928,3,59,22380,254.318181818182,4.04545454545455,"r1c4"
"508",106034936,1,5,600,120,2,"r1c4"
"509",106034944,7,49,14640,166.363636363636,3.86363636363636,"r1c4"
"510",106034948,9,11,736,17.1162790697674,NA,"r1c4"
"511",106040191,3,17,372,14.3076923076923,NA,"r1c4"
"512",106070799,1,10,2400,240,NA,"r1c4"
