"","cell","number_checklists","total_SR","total_duration","avg_duration","avg_distance","square"
"114",518258053,1,1,6,6,3.03,"r4c2"
"115",518258445,1,17,1088,64,1.407,"r4c2"
"116",518293951,2,2,2,1,NA,"r4c2"
"117",518293954,1,18,216,12,2.088,"r4c2"
"118",518294071,1,6,78,13,0.38,"r4c2"
"119",518294136,1,18,378,21,0.1,"r4c2"
"120",518294528,2,16,549,28.8947368421053,0.573947368421053,"r4c2"
"121",518330193,1,5,50,10,NA,"r4c2"
"122",518330220,4,16,988,39.52,2.1448,"r4c2"
"123",518330221,1,3,15,5,5,"r4c2"
"124",518330225,1,1,20,20,NA,"r4c2"
"125",518402235,1,8,8,1,NA,"r4c2"
"126",518402382,2,11,336,28,1.05083333333333,"r4c2"
"127",518438457,1,3,96,32,2.26,"r4c2"
"128",518438458,13,34,1353,14.8681318681319,NA,"r4c2"
"129",518438459,5,26,3870,117.272727272727,NA,"r4c2"
"130",518438463,3,17,185,9.73684210526316,NA,"r4c2"
"131",518474523,1,12,204,17,0.58,"r4c2"
"132",518474524,3,20,957,39.875,3.55375,"r4c2"
"133",518474525,1,2,14,7,NA,"r4c2"
"134",518474526,1,15,1080,72,4.487,"r4c2"
"135",518474529,1,9,270,30,1.82,"r4c2"
"136",518474531,1,2,14,7,2.76,"r4c2"
"137",518474533,5,26,1239,30.219512195122,2.83536585365854,"r4c2"
"138",518474542,17,50,11035,60.9668508287293,NA,"r4c2"
"139",518474621,1,1,2,2,NA,"r4c2"
"140",518510560,1,6,48,8,NA,"r4c2"
"141",518510620,2,14,841,56.0666666666667,1.41333333333333,"r4c2"
"142",518546605,1,8,488,61,3.72,"r4c2"
"143",518546686,1,5,30,6,0.7,"r4c2"
"144",518546702,1,9,270,30,0.1,"r4c2"
"145",518582616,1,8,360,45,1,"r4c2"
"146",518582653,1,8,536,67,NA,"r4c2"
"147",518582698,2,17,1800,90,2.88,"r4c2"
"148",518618865,3,16,280,15.5555555555556,NA,"r4c2"
"149",518618866,2,16,70,3.5,0.9845,"r4c2"
"150",518618867,1,2,10,5,NA,"r4c2"
"151",518654950,1,5,300,60,1.17,"r4c2"
"152",518654951,4,36,5305,91.4655172413793,1.59568965517241,"r4c2"
"153",518655076,1,10,300,30,4,"r4c2"
"154",518690941,1,5,150,30,1,"r4c2"
"155",518690964,7,14,520,17.9310344827586,NA,"r4c2"
"156",518690993,1,5,25,5,NA,"r4c2"
"157",518691013,1,4,12,3,0.22,"r4c2"
"158",518691033,2,33,6552,142.434782608696,2.89608695652174,"r4c2"
"159",518691380,1,7,70,10,0.59,"r4c2"
"160",518726968,2,11,410,19.5238095238095,NA,"r4c2"
"161",518727077,1,7,70,10,NA,"r4c2"
"162",518727116,2,6,27,4.5,2.055,"r4c2"
"163",518763112,1,6,90,15,0.644,"r4c2"
"164",518799121,1,7,420,60,NA,"r4c2"
"165",518799157,3,10,225,14.0625,3.0625,"r4c2"
"166",518799188,6,18,943,32.5172413793103,NA,"r4c2"
"167",518835218,2,10,235,18.0769230769231,NA,"r4c2"
"168",518835219,3,15,226,10.7619047619048,NA,"r4c2"
"169",518835272,2,7,289,41.2857142857143,1.23314285714286,"r4c2"
"170",518835365,1,6,90,15,1.99,"r4c2"
"171",518871319,8,25,2204,50.0909090909091,NA,"r4c2"
"172",518871320,1,10,310,31,0.47,"r4c2"
"173",518871410,2,13,240,16,1.58666666666667,"r4c2"
"174",518871451,1,12,3600,300,NA,"r4c2"
"175",518907309,4,20,2670,70.2631578947368,NA,"r4c2"
"176",518907336,2,6,232,29,NA,"r4c2"
"177",518907494,1,8,96,12,4.52,"r4c2"
"178",518907530,1,4,220,55,2.02,"r4c2"
"179",518908333,1,3,90,30,2,"r4c2"
"180",518943511,12,41,10270,95.981308411215,NA,"r4c2"
"181",518943520,1,2,240,120,NA,"r4c2"
"182",518943529,1,3,45,15,NA,"r4c2"
"183",518979517,1,2,4,2,NA,"r4c2"
"184",518979574,1,1,10,10,3.583,"r4c2"
"185",518979600,2,7,175,25,NA,"r4c2"
"186",518979601,3,20,760,26.2068965517241,NA,"r4c2"
"187",518979602,14,36,5952,41.9154929577465,NA,"r4c2"
"188",518979603,2,18,2453,98.12,4.1632,"r4c2"
"189",518979604,1,1,5,5,2.704,"r4c2"
"190",518979618,5,13,253,16.8666666666667,NA,"r4c2"
"191",518979619,2,3,5,1.66666666666667,NA,"r4c2"
"192",518979691,1,15,2700,180,5,"r4c2"
"193",518980026,1,10,150,15,NA,"r4c2"
"194",519015664,2,9,242,18.6153846153846,1.76076923076923,"r4c2"
"195",519015676,1,6,96,16,0.32,"r4c2"
"196",519015684,31,49,9488,40.8965517241379,NA,"r4c2"
"197",519015685,20,30,2862,23.4590163934426,NA,"r4c2"
"198",519015686,1,4,240,60,1,"r4c2"
"199",519015687,1,1,67,67,4.826,"r4c2"
"200",519015690,9,38,5451,45.8067226890756,NA,"r4c2"
"201",519015698,1,14,994,71,1.95,"r4c2"
"202",519015701,13,28,1600,27.1186440677966,NA,"r4c2"
"203",519015704,1,8,440,55,2,"r4c2"
"204",519015740,1,6,210,35,2,"r4c2"
"205",519051756,1,6,390,65,NA,"r4c2"
"206",519051766,18,42,13511,73.0324324324324,NA,"r4c2"
"207",519051767,15,42,13049,78.6084337349398,NA,"r4c2"
"208",519051768,3,6,244,27.1111111111111,0.191111111111111,"r4c2"
"209",519051769,17,34,7169,48.4391891891892,NA,"r4c2"
"210",519051781,1,6,72,12,NA,"r4c2"
"211",519087849,12,41,8252,62.5151515151515,NA,"r4c2"
"212",519087850,1,9,126,14,1.28,"r4c2"
"213",519087871,2,22,1380,49.2857142857143,1.63410714285714,"r4c2"
"214",519087896,1,4,72,18,2.75,"r4c2"
"215",519123846,1,2,12,6,2.623,"r4c2"
"216",519123931,1,6,180,30,2,"r4c2"
"217",519123932,1,5,600,120,3,"r4c2"
"218",519123956,1,6,54,9,1.37,"r4c2"
"219",519123989,1,5,190,38,0.21,"r4c2"
"220",519159952,1,6,78,13,3.27,"r4c2"
"221",519160006,1,25,1500,60,NA,"r4c2"
"222",519160039,1,9,1062,118,NA,"r4c2"
"223",519160066,1,4,240,60,NA,"r4c2"
"224",519160103,6,35,5930,79.0666666666667,4.04,"r4c2"
"225",519160432,1,2,2,1,0.37,"r4c2"
"226",519196089,4,7,286,31.7777777777778,NA,"r4c2"
"227",519196123,1,8,960,120,5,"r4c2"
"228",519196124,1,6,90,15,0.2,"r4c2"
"229",519232100,6,7,606,46.6153846153846,NA,"r4c2"
"230",519232169,1,2,20,10,NA,"r4c2"
"231",519232170,32,66,33952,101.349253731343,NA,"r4c2"
"232",519232171,2,16,2087,99.3809523809524,3.22166666666667,"r4c2"
"233",519232176,6,17,4918,126.102564102564,3.34233333333333,"r4c2"
"234",519232187,1,1,10,10,NA,"r4c2"
"235",519232209,1,9,387,43,2.23,"r4c2"
"236",519232211,18,39,18420,128.811188811189,NA,"r4c2"
"237",519232233,1,5,815,163,NA,"r4c2"
"238",519232268,1,12,780,65,4,"r4c2"
"239",519232403,1,1,1,1,1.12,"r4c2"
"240",519232429,1,4,8,2,4.99,"r4c2"
"241",519268183,1,1,1,1,NA,"r4c2"
"242",519268252,9,24,1576,29.1851851851852,NA,"r4c2"
"243",519268296,1,3,60,20,NA,"r4c2"
"244",519268316,1,6,360,60,NA,"r4c2"
"245",519268492,2,11,226,18.8333333333333,0.390833333333333,"r4c2"
"246",519268539,3,18,240,10.9090909090909,NA,"r4c2"
"247",519304380,1,6,180,30,0.5,"r4c2"
"248",519304397,1,13,117,9,0.36,"r4c2"
"249",519304399,5,16,315,14.3181818181818,NA,"r4c2"
"250",519304432,12,43,8711,65.9924242424242,NA,"r4c2"
"251",519304621,2,10,124,10.3333333333333,NA,"r4c2"
"252",519340306,1,9,783,87,NA,"r4c2"
"253",519340315,1,3,348,116,NA,"r4c2"
"254",519340463,4,21,4504,109.853658536585,3.46341463414634,"r4c2"
"255",519340464,2,17,930,44.2857142857143,0.502857142857143,"r4c2"
"256",519340479,1,2,10,5,0.29,"r4c2"
"257",519340513,16,42,15144,75.3432835820896,NA,"r4c2"
"258",519340690,1,1,2,2,4.55,"r4c2"
"259",519340703,2,8,50,6.25,NA,"r4c2"
"260",519341152,1,6,360,60,NA,"r4c2"
"261",519376554,1,4,88,22,0.9,"r4c2"
"262",519376785,2,13,152,8.94117647058824,NA,"r4c2"
"263",519412647,1,7,882,126,4.17,"r4c2"
"264",519412671,1,12,1116,93,3.14,"r4c2"
"265",519448728,1,3,75,25,0.81,"r4c2"
"266",519448733,1,7,840,120,5,"r4c2"
"267",519448746,1,8,160,20,0.5,"r4c2"
"268",519448747,1,4,4,1,0.05,"r4c2"
"269",519448749,1,2,32,16,1.03,"r4c2"
"270",519448950,2,14,124,8.85714285714286,NA,"r4c2"
"271",519448957,5,45,9746,124.948717948718,NA,"r4c2"
"272",519449105,1,4,1200,300,2,"r4c2"
"273",519449111,2,10,444,44.4,2.324,"r4c2"
"274",519484757,1,8,480,60,0.2,"r4c2"
"275",519484810,2,6,279,31,1.76555555555556,"r4c2"
"276",519484811,1,5,220,44,1.27,"r4c2"
"277",519484812,4,15,787,35.7727272727273,NA,"r4c2"
"278",519484824,1,7,154,22,3.36,"r4c2"
"279",519484825,1,11,660,60,2,"r4c2"
"280",519484826,14,57,14925,98.1907894736842,NA,"r4c2"
"281",519484827,13,43,13175,109.791666666667,3.12021666666667,"r4c2"
"282",519484828,4,33,3831,85.1333333333333,NA,"r4c2"
"283",519485032,3,11,274,15.2222222222222,NA,"r4c2"
"284",519485033,1,11,220,20,NA,"r4c2"
"285",519485197,1,8,360,45,2.5,"r4c2"
"286",519520890,1,5,50,10,1.178,"r4c2"
"287",519520893,1,2,44,22,1.02,"r4c2"
"288",519520894,10,33,9361,107.597701149425,NA,"r4c2"
"289",519520895,5,25,5266,131.65,2.7965,"r4c2"
"290",519520903,2,10,909,69.9230769230769,1.386,"r4c2"
"291",519520904,3,20,2952,113.538461538462,2.87230769230769,"r4c2"
"292",519520905,1,1,1,1,0.2,"r4c2"
"293",519556968,1,11,341,31,1.34,"r4c2"
"294",519556974,2,5,523,104.6,3.7336,"r4c2"
"295",519556975,4,12,683,45.5333333333333,NA,"r4c2"
"296",519556984,30,42,15085,56.498127340824,3.73408239700375,"r4c2"
"297",519556985,2,14,503,31.4375,1.239375,"r4c2"
"298",519556986,1,6,30,5,NA,"r4c2"
"299",519556991,3,23,3234,107.8,2.49266666666667,"r4c2"
"300",519556992,32,47,31254,84.4702702702703,NA,"r4c2"
"301",519557197,3,37,3250,55.0847457627119,NA,"r4c2"
"302",519557209,4,22,1220,32.972972972973,NA,"r4c2"
"303",519557215,1,13,1066,82,2.8,"r4c2"
"304",519557282,1,5,25,5,0.22,"r4c2"
"305",519557358,1,1,180,180,1,"r4c2"
"306",519593036,2,17,4580,229,NA,"r4c2"
"307",519593052,6,26,6583,113.5,NA,"r4c2"
"308",519593056,6,30,6440,134.166666666667,NA,"r4c2"
"309",519593057,2,13,760,47.5,0.935,"r4c2"
"310",519593060,5,22,1095,28.0769230769231,NA,"r4c2"
"311",519593061,1,4,60,15,2.77,"r4c2"
"312",519593064,11,32,15738,152.796116504854,1.32126213592233,"r4c2"
"313",519593065,1,7,182,26,2,"r4c2"
"314",519593070,1,9,810,90,1.49,"r4c2"
"315",519593291,1,14,840,60,3,"r4c2"
"316",519593920,1,6,180,30,5,"r4c2"
"317",519629135,4,16,1836,63.3103448275862,NA,"r4c2"
"318",519629138,3,8,202,25.25,1.071625,"r4c2"
"319",519629139,2,5,480,80,2.185,"r4c2"
"320",519629140,5,20,4839,130.783783783784,2.16243243243243,"r4c2"
"321",519629142,16,38,9001,71.4365079365079,NA,"r4c2"
"322",519629143,1,4,52,13,0.46,"r4c2"
"323",519629145,1,3,9,3,0.28,"r4c2"
"324",519629146,2,9,240,18.4615384615385,NA,"r4c2"
"325",519629147,1,5,65,13,0.15,"r4c2"
"326",519629151,1,5,900,180,3,"r4c2"
"327",519629152,1,5,135,27,NA,"r4c2"
"328",519629382,6,35,2583,40.359375,NA,"r4c2"
"329",519665184,1,11,605,55,2,"r4c2"
"330",519665218,2,13,1170,78,NA,"r4c2"
"331",519665219,9,24,1548,22.7647058823529,NA,"r4c2"
"332",519665220,7,23,1909,40.6170212765957,NA,"r4c2"
"333",519665221,69,45,14318,38.0797872340426,NA,"r4c2"
"334",519665222,16,24,1465,19.5333333333333,NA,"r4c2"
"335",519665223,3,8,310,34.4444444444444,NA,"r4c2"
"336",519665225,3,10,348,29,2.59,"r4c2"
"337",519665226,1,2,10,5,NA,"r4c2"
"338",519665454,2,24,684,22.8,NA,"r4c2"
"339",519665458,1,6,30,5,NA,"r4c2"
"340",519665459,1,13,494,38,NA,"r4c2"
"341",519701297,13,21,4740,112.857142857143,NA,"r4c2"
"342",519701298,1,3,180,60,NA,"r4c2"
"343",519701302,1,2,240,120,NA,"r4c2"
"344",519701303,1,5,375,75,2.13,"r4c2"
"345",519701304,5,10,370,26.4285714285714,NA,"r4c2"
"346",519701305,35,17,4110,24.3195266272189,NA,"r4c2"
"347",519701307,1,1,30,30,NA,"r4c2"
"348",519701308,5,21,321,8.91666666666667,NA,"r4c2"
"349",519701325,1,9,45,5,5,"r4c2"
"350",519701534,2,36,6180,150.731707317073,3.51219512195122,"r4c2"
"351",519701543,2,21,2035,58.1428571428571,NA,"r4c2"
"352",519737377,15,34,9225,61.5,4.24,"r4c2"
"353",519737384,1,3,210,70,4,"r4c2"
"354",519737385,1,1,60,60,NA,"r4c2"
"355",519737386,5,21,5420,142.631578947368,NA,"r4c2"
"356",519737387,3,10,518,43.1666666666667,NA,"r4c2"
"357",519737388,1,11,880,80,3,"r4c2"
"358",519737632,1,7,21,3,4.9,"r4c2"
"359",519773457,1,4,320,80,3,"r4c2"
"360",519773465,1,5,105,21,1.35,"r4c2"
"361",519773466,2,8,422,38.3636363636364,1.84363636363636,"r4c2"
"362",519773467,2,22,731,27.0740740740741,0.731111111111111,"r4c2"
"363",519773469,2,9,490,49,NA,"r4c2"
"364",519773470,1,10,580,58,1.31,"r4c2"
"365",519773491,1,4,240,60,NA,"r4c2"
"366",519773619,6,34,1211,15.7272727272727,NA,"r4c2"
"367",519773693,4,25,409,8.70212765957447,NA,"r4c2"
"368",519773697,1,1,1,1,1.51,"r4c2"
"369",519773699,1,19,418,22,4.56,"r4c2"
"370",519773700,2,16,840,49.4117647058824,NA,"r4c2"
"371",519773701,1,29,8700,300,3,"r4c2"
"372",519773708,5,25,2818,68.7317073170732,NA,"r4c2"
"373",519773709,8,28,3108,51.8,NA,"r4c2"
"374",519773710,1,16,560,35,NA,"r4c2"
"375",519773712,3,11,39,2.4375,2.9246875,"r4c2"
"376",519773713,2,16,330,15,NA,"r4c2"
"377",519773714,1,13,195,15,NA,"r4c2"
"378",519774173,1,9,63,7,3.069,"r4c2"
"379",519809513,1,14,1120,80,0.35,"r4c2"
"380",519809547,1,2,4,2,NA,"r4c2"
"381",519809548,1,5,350,70,4,"r4c2"
"382",519809778,4,28,558,15.0810810810811,NA,"r4c2"
"383",519809779,2,17,301,14.3333333333333,0.206666666666667,"r4c2"
"384",519809800,1,3,6,2,3.64,"r4c2"
"385",519845516,1,9,1080,120,5,"r4c2"
"386",519845632,1,7,420,60,3,"r4c2"
"387",519845988,1,1,5,5,4.39,"r4c2"
"388",519845989,2,10,1060,70.6666666666667,1.53333333333333,"r4c2"
"389",519881966,1,10,200,20,NA,"r4c2"
"390",519882064,1,1,5,5,NA,"r4c2"
"391",519882065,2,2,10,5,NA,"r4c2"
"392",519882066,3,13,4740,237,4.4,"r4c2"
"393",519882069,1,7,35,5,NA,"r4c2"
"394",519917792,2,14,3960,264,NA,"r4c2"
"395",519917798,7,16,441,15.75,NA,"r4c2"
"396",519918049,1,13,221,17,NA,"r4c2"
"397",519918119,2,8,272,27.2,1.052,"r4c2"
"398",519918143,1,1,5,5,NA,"r4c2"
"399",519918144,3,4,22,5.5,NA,"r4c2"
"400",519918146,3,5,35,5,NA,"r4c2"
"401",519918147,2,3,20,5,NA,"r4c2"
"402",519954226,1,1,5,5,NA,"r4c2"
"403",519954227,3,9,505,38.8461538461538,NA,"r4c2"
"404",519954228,7,12,1080,46.9565217391304,NA,"r4c2"
"405",519954229,37,46,12079,40.1295681063123,NA,"r4c2"
"406",519989955,1,12,1080,90,NA,"r4c2"
"407",519989961,6,24,3015,59.1176470588235,3.98039215686275,"r4c2"
"408",519989964,2,3,4,1.33333333333333,NA,"r4c2"
"409",519989984,1,10,600,60,NA,"r4c2"
"410",519990309,1,2,12,6,NA,"r4c2"
"411",519990341,4,26,1533,30.66,0.6684,"r4c2"
"412",520025887,1,9,270,30,5,"r4c2"
"413",520026024,1,4,80,20,0.37,"r4c2"
"414",520026034,3,9,314,34.8888888888889,NA,"r4c2"
"415",520026038,2,8,1500,150,NA,"r4c2"
"416",520026047,2,4,23,5.75,NA,"r4c2"
"417",520026058,31,62,26671,66.3457711442786,NA,"r4c2"
"418",520026300,1,22,330,15,1,"r4c2"
"419",520026391,2,8,640,71.1111111111111,NA,"r4c2"
"420",520026392,1,1,5,5,NA,"r4c2"
"421",520026425,22,88,23885,105.685840707965,1.52353982300885,"r4c2"
"422",520062124,1,3,9,3,NA,"r4c2"
"423",520062131,1,8,440,55,5,"r4c2"
"424",520062139,3,26,1405,41.3235294117647,NA,"r4c2"
"425",520062140,1,3,45,15,NA,"r4c2"
"426",520062147,1,3,180,60,NA,"r4c2"
"427",520062473,3,3,20,5,NA,"r4c2"
"428",520062474,4,7,140,14,NA,"r4c2"
"429",520062475,1,1,5,5,NA,"r4c2"
"430",520062477,1,5,25,5,NA,"r4c2"
"431",520098193,1,7,378,54,0.65,"r4c2"
"432",520098196,1,1,70,70,NA,"r4c2"
"433",520098197,1,10,200,20,0.35,"r4c2"
"434",520098214,3,11,136,8,NA,"r4c2"
"435",520098358,5,13,137,7.21052631578947,NA,"r4c2"
"436",520098359,2,23,563,21.6538461538462,0.278076923076923,"r4c2"
"437",520098467,2,16,483,25.4210526315789,NA,"r4c2"
"438",520098555,3,19,455,17.5,0.765846153846154,"r4c2"
"439",520098556,4,11,1825,121.666666666667,NA,"r4c2"
"440",520134284,1,9,450,50,2,"r4c2"
"441",520134638,3,7,140,17.5,NA,"r4c2"
"442",520134672,3,17,765,33.2608695652174,NA,"r4c2"
"443",520134673,1,6,150,25,NA,"r4c2"
"444",520170211,1,3,15,5,0.885,"r4c2"
"445",520170358,1,9,450,50,NA,"r4c2"
"446",520170368,15,47,12503,53.4316239316239,1.01367521367521,"r4c2"
"447",520170617,1,8,120,15,2,"r4c2"
"448",520170619,1,15,255,17,0.288,"r4c2"
"449",520170702,1,5,25,5,NA,"r4c2"
"450",520170743,1,9,270,30,NA,"r4c2"
"451",520206456,1,4,40,10,NA,"r4c2"
"452",520206460,5,21,3490,65.8490566037736,4.66037735849057,"r4c2"
"453",520206605,1,2,10,5,2,"r4c2"
"454",520206711,1,12,96,8,NA,"r4c2"
"455",520206713,1,5,15,3,NA,"r4c2"
"456",520206718,1,1,3,3,3.88,"r4c2"
"457",520206782,2,14,385,24.0625,NA,"r4c2"
"458",520206802,14,39,3888,25.92,NA,"r4c2"
"459",520206821,1,5,40,8,4.29,"r4c2"
"460",520206839,1,13,780,60,1.74,"r4c2"
"461",520242382,1,6,108,18,3.347,"r4c2"
"462",520242537,6,41,3354,49.3235294117647,NA,"r4c2"
"463",520242539,1,4,480,120,0.41,"r4c2"
"464",520242540,1,11,1287,117,2.39,"r4c2"
"465",520242541,4,14,283,12.8636363636364,NA,"r4c2"
"466",520242545,2,3,124,41.3333333333333,NA,"r4c2"
"467",520242775,23,61,40695,90.8370535714286,NA,"r4c2"
"468",520242800,1,5,35,7,0.113,"r4c2"
"469",520242843,1,5,155,31,3,"r4c2"
"470",520242885,4,11,571,38.0666666666667,NA,"r4c2"
"471",520242907,1,4,8,2,NA,"r4c2"
"472",520278611,1,4,548,137,1.456,"r4c2"
"473",520278615,3,24,5460,151.666666666667,4.31805555555556,"r4c2"
"474",520278617,1,9,342,38,1.48,"r4c2"
"475",520278630,1,4,120,30,NA,"r4c2"
"476",520278866,1,18,2160,120,3,"r4c2"
"477",520278886,1,1,2,2,4.61,"r4c2"
"478",520278927,2,12,2700,168.75,NA,"r4c2"
"479",520278947,1,2,10,5,0.54,"r4c2"
"480",520278967,9,42,3860,23.9751552795031,NA,"r4c2"
"481",520278992,3,17,1500,60,4.36,"r4c2"
"482",520278993,13,36,4920,52.3404255319149,NA,"r4c2"
"483",520278994,2,16,1375,85.9375,2.875,"r4c2"
"484",520314705,1,1,15,15,NA,"r4c2"
"485",520314706,1,12,216,18,1.5,"r4c2"
"486",520315014,1,7,840,120,NA,"r4c2"
"487",520315019,2,10,2170,217,NA,"r4c2"
"488",520315020,1,3,30,10,NA,"r4c2"
"489",520315051,1,3,15,5,NA,"r4c2"
"490",520315074,2,6,28,4,1.10285714285714,"r4c2"
"491",520315084,1,2,10,5,NA,"r4c2"
"492",520315087,1,8,752,94,2,"r4c2"
"493",520315088,1,8,720,90,2,"r4c2"
"494",520351097,5,8,140,10.7692307692308,NA,"r4c2"
"495",520351101,1,3,300,100,NA,"r4c2"
"496",520351131,7,41,3402,27.4354838709677,NA,"r4c2"
