"X","cell","number_checklists","total_SR","total_duration","avg_duration","no_months","X6","X7","X8","X9","X11","X5","X10","X3","X4","X2","X1","X12","square"
373305,194166725,1045,319,2905857,101.710080504025,12,2,3,25,79,185,122,161,43,301,22,63,39,"r2c1"
83119,145385462,22127,319,115454384,151.027370954661,12,250,137,214,643,45,18737,226,263,1364,100,105,43,"r2c2AA"
326281,284083305,335,319,982136,118.11617558629,12,3,10,7,32,16,23,95,26,9,39,31,44,"r2c2AA"
327352,285562809,313,319,772814,126.318077803204,12,16,15,31,4,54,12,32,73,36,8,24,8,"r2c2AA"
327871,286031730,540,319,1795571,123.144571702901,12,17,45,34,32,69,27,57,58,17,57,95,32,"r2c2AA"
179578,324603828,1546,319,3914029,94.692722698021,12,118,142,91,77,194,66,157,152,91,204,143,111,"r2c2ABA"
75247,203564463,210,319,675752,117.053871470639,12,5,9,6,11,52,26,15,15,12,21,18,20,"r2c3"
12109,350149995,848,319,2131075,151.215142269212,12,83,124,88,47,126,35,149,17,20,88,40,31,"r3c2"
22358,379990600,82,319,235518,138.621542083579,10,14,3,2,16,29,0,8,3,0,1,2,4,"r3c2"
377485,194960332,3418,318,5004098,93.0458340306056,12,230,213,221,317,262,273,252,384,340,358,323,245,"r2c1"
395257,209536994,1789,318,12226402,184.415849648557,11,5,2,0,206,137,15,317,437,420,64,70,116,"r2c1"
328299,286284655,570,318,2691838,149.339140083218,12,18,36,27,43,72,32,63,80,27,88,54,30,"r2c2AA"
95955,224996766,1810,318,902374,46.5069319177447,11,28,0,56,95,18,27,35,446,182,366,381,176,"r2c3"
129692,266563425,15274,318,11129437,38.5691507426583,12,1022,963,1038,890,1146,1081,2603,1213,752,1872,1223,1471,"r2c3"
177117,157976049,1108,317,2623087,85.6462271851634,12,14,7,59,150,4,554,69,25,200,7,9,10,"r2c1"
163472,284588872,1548,317,2306064,66.8695702603955,12,58,90,60,191,166,103,230,148,85,110,198,109,"r2c2ABA"
169829,302161158,794,317,4468711,173.771620780837,12,28,42,46,37,76,66,107,90,32,66,121,83,"r2c2ABA"
125270,302955188,291,317,1035280,163.13898518752,12,6,41,9,108,39,12,14,5,9,22,19,7,"r2c2ABB"
111070,238491011,672,317,3976144,154.413359223301,12,14,5,21,46,142,22,175,41,33,85,43,45,"r2c3"
2451,151391897,1161,317,4297128,155.114175360069,12,52,40,54,92,117,179,86,185,161,87,71,37,"r2c4"
8765,399448551,17,317,79485,102.165809768638,5,0,0,0,5,0,0,4,0,5,0,2,1,"r3c3"
