"","abslat","urban2","season","Slope","conf.low","conf.high","p.value"
"79","slope","Natural","Summer",-0.0318201510873691,-0.0364325824545046,-0.0272077197202337,1.74754925836569e-41
"80","slope","Natural","Winter",-0.149312797655398,-0.153940415540961,-0.144685179769835,0
"81","slope","Suburban","Summer",-0.0137556945137955,-0.020902830259902,-0.00660855876768898,0.000162104675247924
"82","slope","Suburban","Winter",-0.107279251148587,-0.113825005979956,-0.100733496317218,6.4468684052156e-221
"83","slope","Urban","Summer",-0.00718396901378981,-0.014926821752647,0.000558883725067349,0.0689870531847329
"84","slope","Urban","Winter",-0.0810476874110526,-0.0884176819537682,-0.073677692868337,6.53365375854449e-102
"85","slope","Natural","Summer",-0.0331177481945513,-0.0377587573900259,-0.0284767389990767,3.00140308174952e-44
"86","slope","Natural","Winter",-0.149510365432464,-0.154166355060765,-0.144854375804164,0
"87","slope","Suburban","Summer",-0.0123507885677442,-0.0195605945814764,-0.00514098255401201,0.000787308646034844
"88","slope","Suburban","Winter",-0.109203235656986,-0.115798592739918,-0.102607878574055,2.51317772539632e-225
"89","slope","Urban","Summer",-0.00980508556407695,-0.017546600301554,-0.00206357082659987,0.0130522871948379
"90","slope","Urban","Winter",-0.0789966006757645,-0.0863775507384496,-0.0716156506130794,1.08931803278532e-96
"91","slope","Natural","Summer",-0.0340619683995931,-0.0387088564322255,-0.0294150803669607,1.39800682260661e-46
"92","slope","Natural","Winter",-0.149130854828012,-0.153777775086222,-0.144483934569801,0
"93","slope","Suburban","Summer",-0.0129525459233969,-0.0200850080780929,-0.00582008376870094,0.000372400266464005
"94","slope","Suburban","Winter",-0.109592914579589,-0.116128427576269,-0.10305740158291,6.51809746243583e-231
"95","slope","Urban","Summer",-0.00618707384483125,-0.0139509505454896,0.0015768028558271,0.118303917598172
"96","slope","Urban","Winter",-0.0805074474151445,-0.0879743791215783,-0.0730405157087108,4.43124554424846e-98
"97","slope","Natural","Summer",-0.03194632994528,-0.0365707517274354,-0.0273219081631245,1.36321268724546e-41
"98","slope","Natural","Winter",-0.149474248114474,-0.154121411676879,-0.14482708455207,0
"99","slope","Suburban","Summer",-0.0144958732194932,-0.0217346365149568,-0.00725710992402961,8.69682443546939e-05
"100","slope","Suburban","Winter",-0.111383697731096,-0.117919535199013,-0.104847860263179,3.13584239782803e-238
"101","slope","Urban","Summer",-0.0106640023455717,-0.018312938971126,-0.0030150657200174,0.00628703490268766
"102","slope","Urban","Winter",-0.077630612013183,-0.0850081149089084,-0.0702531091174576,1.4726510089312e-93
"103","slope","Natural","Summer",-0.0339420226809166,-0.0385632255211137,-0.0293208198407196,9.23531534101536e-47
"104","slope","Natural","Winter",-0.150259357346885,-0.154892463126637,-0.145626251567133,0
"105","slope","Suburban","Summer",-0.0121597933677143,-0.0193539448504988,-0.00496564188492975,0.000924640566248884
"106","slope","Suburban","Winter",-0.108823328604919,-0.115378273572122,-0.102268383637716,1.73255201931015e-226
"107","slope","Urban","Summer",-0.00704440665219478,-0.0147591668141735,0.000670353509783975,0.073506630167102
"108","slope","Urban","Winter",-0.0805237601922117,-0.0879198459729879,-0.0731276744114355,5.98128013681537e-100
"109","slope","Natural","Summer",-0.0335719434647119,-0.0381883485176876,-0.0289555384117363,7.00423169241309e-46
"110","slope","Natural","Winter",-0.150680576874822,-0.155286562013837,-0.146074591735807,0
"111","slope","Suburban","Summer",-0.0120707258155942,-0.0192122728653338,-0.00492917876585448,0.000924780049824932
"112","slope","Suburban","Winter",-0.108918943514515,-0.115481959443917,-0.102355927585113,2.47048352811093e-226
"113","slope","Urban","Summer",-0.00650835155958969,-0.0142259456795986,0.00120924256041923,0.0983539345942051
"114","slope","Urban","Winter",-0.0787854885631689,-0.0861860083529302,-0.0713849687734075,1.07217152714397e-95
"115","slope","Natural","Summer",-0.0337216774610651,-0.0383579445122908,-0.0290854104098393,6.78548536377185e-46
"116","slope","Natural","Winter",-0.150040121925527,-0.154679847791158,-0.145400396059896,0
"117","slope","Suburban","Summer",-0.0143717176640559,-0.0215402179093085,-0.00720321741880329,8.53491048954503e-05
"118","slope","Suburban","Winter",-0.108549995988453,-0.115108317119859,-0.101991674857047,3.63596424482074e-225
"119","slope","Urban","Summer",-0.0101467499228684,-0.017825998409356,-0.00246750143638092,0.00960735733251479
"120","slope","Urban","Winter",-0.0800012943927153,-0.0873883351790704,-0.0726142536063602,6.25629604219357e-99
"121","slope","Natural","Summer",-0.0332870709118661,-0.0379381466774875,-0.0286359951462448,1.69250000066017e-44
"122","slope","Natural","Winter",-0.150550311537954,-0.155179646629383,-0.145920976446524,0
"123","slope","Suburban","Summer",-0.0137083928066754,-0.0208407201493384,-0.00657606546401235,0.000165493101415712
"124","slope","Suburban","Winter",-0.110727438957618,-0.117360011557425,-0.104094866357812,6.12641545493109e-229
"125","slope","Urban","Summer",-0.00721102234072524,-0.01492155478539,0.000499510103939499,0.0668021542076261
"126","slope","Urban","Winter",-0.0791657859764733,-0.0865133907626424,-0.0718181811903043,6.00864185346387e-98
"127","slope","Natural","Summer",-0.0327012079413898,-0.0373252189595627,-0.0280771969232168,1.70153409288092e-43
"128","slope","Natural","Winter",-0.149876125269507,-0.154511703153938,-0.145240547385076,0
"129","slope","Suburban","Summer",-0.0101967447072178,-0.0174259411907088,-0.00296754822372688,0.00570292824350925
"130","slope","Suburban","Winter",-0.11115835589161,-0.117741545540522,-0.104575166242697,5.13024990290646e-234
"131","slope","Urban","Summer",-0.0113422981616295,-0.0190154537673643,-0.00366914255589463,0.00376730544613359
"132","slope","Urban","Winter",-0.0790258299872733,-0.0863999607507238,-0.0716516992238229,6.22526896450564e-97
"133","slope","Natural","Summer",-0.0326773155352621,-0.0372965537425232,-0.0280580773280011,1.60602934102353e-43
"134","slope","Natural","Winter",-0.149446239277033,-0.154101272491385,-0.144791206062681,0
"135","slope","Suburban","Summer",-0.011461574954456,-0.0186472444183745,-0.00427590549053745,0.00177181697324909
"136","slope","Suburban","Winter",-0.112154132143631,-0.118670300045023,-0.105637964242239,7.89994939369475e-243
"137","slope","Urban","Summer",-0.00642276515693432,-0.0141179202166616,0.00127238990279292,0.101858771552197
"138","slope","Urban","Winter",-0.0774701577919566,-0.0847876637119105,-0.0701526518720028,1.1365704870715e-94
"139","slope","Natural","Summer",-0.033671555576502,-0.0382838894454443,-0.0290592217075597,3.20994462477641e-46
"140","slope","Natural","Winter",-0.150491061425795,-0.155119260837345,-0.145862862014246,0
"141","slope","Suburban","Summer",-0.0132122385108104,-0.0203976405716598,-0.00602683644996103,0.000313959033079503
"142","slope","Suburban","Winter",-0.10884077093685,-0.115399052398652,-0.102282489475048,2.46135834246866e-226
"143","slope","Urban","Summer",-0.00586364285518181,-0.0135806030273676,0.00185331731700401,0.136412175410899
"144","slope","Urban","Winter",-0.080777326866611,-0.0881530180240986,-0.0734016357091235,4.21956047155033e-101
"145","slope","Natural","Summer",-0.0319896444797015,-0.0366138746054477,-0.0273654143539553,1.05588995710663e-41
"146","slope","Natural","Winter",-0.149850131168091,-0.154498405711322,-0.145201856624859,0
"147","slope","Suburban","Summer",-0.0151127268757831,-0.0222854368989584,-0.00794001685260779,3.64459012930219e-05
"148","slope","Suburban","Winter",-0.110996623474864,-0.117503341495333,-0.104489905454396,1.10508917427776e-238
"149","slope","Urban","Summer",-0.00869794928363488,-0.0164009247382394,-0.000994973829030385,0.0268908290072851
"150","slope","Urban","Winter",-0.0789527483375151,-0.0863199834444979,-0.0715855132305324,6.19746242118323e-97
"151","slope","Natural","Summer",-0.0325884534083458,-0.0372106927047107,-0.0279662141119809,3.05657725853104e-43
"152","slope","Natural","Winter",-0.148319946143405,-0.152974099257621,-0.143665793029189,0
"153","slope","Suburban","Summer",-0.0134849043230132,-0.0206953275285284,-0.00627448111749788,0.000247256094056557
"154","slope","Suburban","Winter",-0.111430570762341,-0.117934133210372,-0.10492700831431,1.03247305305386e-240
"155","slope","Urban","Summer",-0.00755278517450118,-0.0153054329412226,0.000199862592220248,0.0562052438123639
"156","slope","Urban","Winter",-0.080595029133427,-0.0880183187112838,-0.0731717395555702,2.06826250263737e-99
"157","slope","Natural","Summer",-0.0325216977983573,-0.0371700831019706,-0.0278733124947439,1.30523482882873e-42
"158","slope","Natural","Winter",-0.151464838727108,-0.156127400475879,-0.146802276978336,0
"159","slope","Suburban","Summer",-0.0138728709469234,-0.0210477323020602,-0.00669800959178657,0.000151147237250606
"160","slope","Suburban","Winter",-0.110507533682217,-0.117020751090759,-0.103994316273675,3.35032590279129e-236
"161","slope","Urban","Summer",-0.00885155262894392,-0.0165788519436122,-0.00112425331427559,0.0247624656395994
"162","slope","Urban","Winter",-0.0797534853606405,-0.0871986550638181,-0.0723083156574629,7.47148821037156e-97
"163","slope","Natural","Summer",-0.033215349122817,-0.0378359103280704,-0.0285947879175635,7.08612010902768e-45
"164","slope","Natural","Winter",-0.148829290485243,-0.153463627472045,-0.144194953498442,0
"165","slope","Suburban","Summer",-0.0145025892897649,-0.0216634502142357,-0.00734172836529413,7.22196387588662e-05
"166","slope","Suburban","Winter",-0.109683691196016,-0.116258179619898,-0.103109202772134,1.21763581476408e-228
"167","slope","Urban","Summer",-0.0126766289465395,-0.0204169601271727,-0.00493629776590636,0.00132895918937017
"168","slope","Urban","Winter",-0.0839250512260052,-0.0912848691811186,-0.0765652332708917,2.42709907204431e-109
"169","slope","Natural","Summer",-0.0315673655800323,-0.0361934787551936,-0.0269412524048711,1.25508072333268e-40
"170","slope","Natural","Winter",-0.148318024219386,-0.152946455609398,-0.143689592829374,0
"171","slope","Suburban","Summer",-0.0136937191709267,-0.0208903582720523,-0.00649708006980113,0.000192281930969787
"172","slope","Suburban","Winter",-0.111108752914787,-0.11776892795822,-0.104448577871355,1.26845635050969e-228
"173","slope","Urban","Summer",-0.00628943731088265,-0.0140058854968858,0.00142701087512047,0.11014738067552
"174","slope","Urban","Winter",-0.0790290139111439,-0.0863542806610416,-0.0717037471612462,3.37694077538646e-98
"175","slope","Natural","Summer",-0.0334608180065026,-0.0380916418538013,-0.0288299941592038,2.55086068618337e-45
"176","slope","Natural","Winter",-0.149381384091262,-0.154007514825859,-0.144755253356665,0
"177","slope","Suburban","Summer",-0.0145830147037993,-0.0217028394484851,-0.00746318995911361,5.97372970293781e-05
"178","slope","Suburban","Winter",-0.110592815310764,-0.117153804932806,-0.104031825688723,3.07119073754647e-233
"179","slope","Urban","Summer",-0.00631675347922043,-0.0141055391988679,0.00147203224042701,0.111932084867608
"180","slope","Urban","Winter",-0.0788199280532897,-0.086249335101431,-0.0713905210051484,4.67679012040688e-95
"181","slope","Natural","Summer",-0.0319985875173497,-0.0366286109384161,-0.0273685640962834,1.26159058831604e-41
"182","slope","Natural","Winter",-0.15013987963079,-0.154764858083687,-0.145514901177892,0
"183","slope","Suburban","Summer",-0.0121376475198547,-0.0192884883272461,-0.00498680671246327,0.000879452773594797
"184","slope","Suburban","Winter",-0.110182157360066,-0.116738291890296,-0.103626022829836,6.69279028878105e-232
"185","slope","Urban","Summer",-0.00981285303507305,-0.0174935592215005,-0.00213214684864558,0.0122808102323316
"186","slope","Urban","Winter",-0.0776273726027901,-0.0850180260930542,-0.070236719112526,3.1487013215499e-93
"187","slope","Natural","Summer",-0.0328330300374243,-0.0374529660737793,-0.0282130940010693,6.62688498781634e-44
"188","slope","Natural","Winter",-0.148201013015614,-0.152842145675738,-0.143559880355491,0
"189","slope","Suburban","Summer",-0.0127588622538764,-0.0199651254867419,-0.00555259902101085,0.000520818321715169
"190","slope","Suburban","Winter",-0.109784912213763,-0.11627146528912,-0.103298359138406,4.40008279738764e-235
"191","slope","Urban","Summer",-0.00779447120413768,-0.0154420565562659,-0.000146885852009489,0.0457594982115648
"192","slope","Urban","Winter",-0.0792315614526088,-0.0866198012162369,-0.0718433216889807,4.62005450521067e-97
"193","slope","Natural","Summer",-0.0331155518175977,-0.0377496659566455,-0.0284814376785499,2.27516170477112e-44
"194","slope","Natural","Winter",-0.150051031045485,-0.154706840809985,-0.145395221280984,0
"195","slope","Suburban","Summer",-0.015062234477589,-0.0221719361849052,-0.00795253277027274,3.30169477966169e-05
"196","slope","Suburban","Winter",-0.111738438270814,-0.118259145578087,-0.10521773096354,9.0198894360486e-241
"197","slope","Urban","Summer",-0.0112607609835053,-0.0190835603992586,-0.00343796156775214,0.00478464759990998
"198","slope","Urban","Winter",-0.0822994314010894,-0.0897076937958908,-0.0748911690062881,6.15104468777972e-104
"199","slope","Natural","Summer",-0.0327815613326735,-0.0374245554792429,-0.0281385671861042,2.32876037401556e-43
"200","slope","Natural","Winter",-0.149760373543542,-0.154409502653456,-0.145111244433628,0
"201","slope","Suburban","Summer",-0.0114572062482944,-0.0186245585672935,-0.00428985392929536,0.00173132190303115
"202","slope","Suburban","Winter",-0.108872108528682,-0.115414661587133,-0.102329555470231,1.63049820359664e-227
"203","slope","Urban","Summer",-0.00876953618807779,-0.016476710234224,-0.00106236214193159,0.0257410842443479
"204","slope","Urban","Winter",-0.078647498332538,-0.0860646514490174,-0.0712303452160585,5.87893414979182e-95
"205","slope","Natural","Summer",-0.0328600936266973,-0.0374632699972298,-0.0282569172561648,2.79000236909526e-44
"206","slope","Natural","Winter",-0.148923962332139,-0.1535551746826,-0.144292749981678,0
"207","slope","Suburban","Summer",-0.0118482492778717,-0.0190338626331705,-0.00466263592257286,0.00123145229698468
"208","slope","Suburban","Winter",-0.109562452300041,-0.11608817430269,-0.103036730297392,1.85717225574527e-231
"209","slope","Urban","Summer",-0.0103059125991127,-0.0180636064171167,-0.0025482187811088,0.00922310002340981
"210","slope","Urban","Winter",-0.0823326129777261,-0.0897184102572318,-0.0749468156982204,1.23846772434016e-104
"211","slope","Natural","Summer",-0.0329692722840906,-0.0375958191799132,-0.0283427253882681,3.91955507247262e-44
"212","slope","Natural","Winter",-0.150018902804262,-0.154667992871924,-0.1453698127366,0
"213","slope","Suburban","Summer",-0.0116297950694464,-0.0188287292262109,-0.00443086091268179,0.00154519434967669
"214","slope","Suburban","Winter",-0.111587460914604,-0.11814481049697,-0.105030111332238,1.46559328510035e-237
"215","slope","Urban","Summer",-0.00682185741496331,-0.0146171269854148,0.000973412155488174,0.0863016051693201
"216","slope","Urban","Winter",-0.0808604229546943,-0.0883018840272635,-0.073418961882125,1.42231575859405e-99
"217","slope","Natural","Summer",-0.033816894950357,-0.0384459107657468,-0.0291878791349672,2.7849168919361e-46
"218","slope","Natural","Winter",-0.149974062487,-0.154623333910493,-0.145324791063506,0
"219","slope","Suburban","Summer",-0.0121779383510631,-0.0193245675374966,-0.00503130916462953,0.000839288659072032
"220","slope","Suburban","Winter",-0.110333624384366,-0.116825034011372,-0.10384221475736,5.15885050718872e-237
"221","slope","Urban","Summer",-0.00574852458138218,-0.0134743770482511,0.00197732788548673,0.14473905909337
"222","slope","Urban","Winter",-0.0803049393942001,-0.0877011424768,-0.0729087363116002,2.02313581900999e-99
"223","slope","Natural","Summer",-0.0319390563530265,-0.0365664921510821,-0.0273116205549709,1.60053640961323e-41
"224","slope","Natural","Winter",-0.151407736672166,-0.156061207304826,-0.146754266039505,0
"225","slope","Suburban","Summer",-0.0132613018850444,-0.0204698154912352,-0.00605278827885364,0.00031180919754094
"226","slope","Suburban","Winter",-0.108166481115673,-0.114689477070873,-0.101643485160474,5.61445489009493e-226
"227","slope","Urban","Summer",-0.00702130761443492,-0.0147536774562389,0.000711062227369068,0.0751181833718439
"228","slope","Urban","Winter",-0.0852152870862684,-0.0926455066515483,-0.0777850675209886,1.44887557310756e-110
"229","slope","Natural","Summer",-0.0342987864537414,-0.0389198432196168,-0.029677729687866,1.0392183129313e-47
"230","slope","Natural","Winter",-0.148640583342144,-0.153262765035115,-0.144018401649173,0
"231","slope","Suburban","Summer",-0.0136230953547464,-0.0207399678032578,-0.0065062229062349,0.000175929803565695
"232","slope","Suburban","Winter",-0.112436710265058,-0.119026362881284,-0.105847057648832,8.70159883986565e-239
"233","slope","Urban","Summer",-0.00988362065887234,-0.0176136904390079,-0.00215355087873676,0.0122132152115947
"234","slope","Urban","Winter",-0.0793471535847735,-0.0866607628847295,-0.0720335442848174,2.84544262399046e-99
"235","slope","Natural","Summer",-0.0327852366826684,-0.0373947030599489,-0.0281757703053879,5.66397562489586e-44
"236","slope","Natural","Winter",-0.148719671372217,-0.153346135031323,-0.144093207713111,0
"237","slope","Suburban","Summer",-0.0106758686660089,-0.0179047643158669,-0.00344697301615089,0.00379911003096144
"238","slope","Suburban","Winter",-0.112170045959909,-0.118698994103263,-0.105641097816555,5.59440000037883e-242
"239","slope","Urban","Summer",-0.00348399039677781,-0.0111825412753045,0.00421456048174892,0.375069319932508
"240","slope","Urban","Winter",-0.0780505123331215,-0.0854650494544424,-0.0706359752118005,1.25275265178867e-93
"241","slope","Natural","Summer",-0.0343062513562098,-0.0389176270351422,-0.0296948756772774,6.37748247517066e-48
"242","slope","Natural","Winter",-0.150668628574353,-0.155310499561083,-0.146026757587624,0
"243","slope","Suburban","Summer",-0.0107715864613734,-0.0179873874772371,-0.00355578544550966,0.00343769384063048
"244","slope","Suburban","Winter",-0.109743333961374,-0.116328420936206,-0.103158246986543,3.60043514692514e-228
"245","slope","Urban","Summer",-0.0087524788496794,-0.0165206522002078,-0.000984305499150996,0.027224548792076
"246","slope","Urban","Winter",-0.0810213561712697,-0.0884026936266383,-0.0736400187159011,1.52326943179541e-101
"247","slope","Natural","Summer",-0.0318534291774361,-0.0364745714016357,-0.0272322869532365,2.03686680113453e-41
"248","slope","Natural","Winter",-0.14881491917698,-0.153451861628712,-0.144177976725247,0
"249","slope","Suburban","Summer",-0.0113079117854178,-0.0185411238670513,-0.00407469970378437,0.00218496831930308
"250","slope","Suburban","Winter",-0.110008281040192,-0.11654151171351,-0.103475050366874,9.20556305850062e-233
"251","slope","Urban","Summer",-0.0100462343449788,-0.0177365803866086,-0.00235588830334906,0.0104581490440872
"252","slope","Urban","Winter",-0.078597687115215,-0.0860100357807844,-0.0711853384496456,5.84312626370228e-95
"253","slope","Natural","Summer",-0.032867670493098,-0.0374684050993885,-0.0282669358868075,2.40508484507909e-44
"254","slope","Natural","Winter",-0.149118663519901,-0.153748702122188,-0.144488624917614,0
"255","slope","Suburban","Summer",-0.0120964293479576,-0.0192854959993303,-0.00490736269658484,0.000975219959449689
"256","slope","Suburban","Winter",-0.109257895924044,-0.115803045187878,-0.102712746660209,6.72818179066158e-229
"257","slope","Urban","Summer",-0.00933523222782274,-0.0170763126969986,-0.00159415175864689,0.0181014370331988
"258","slope","Urban","Winter",-0.0778306908389592,-0.0851857096513206,-0.0704756720265977,1.38641571035548e-94
"259","slope","Natural","Summer",-0.0329966100628146,-0.037602378776807,-0.0283908413488222,1.38441468676132e-44
"260","slope","Natural","Winter",-0.149368254334891,-0.154001870336455,-0.144734638333328,0
"261","slope","Suburban","Summer",-0.0132991701868693,-0.0204531584443382,-0.0061451819294004,0.000269347211897265
"262","slope","Suburban","Winter",-0.107723934352176,-0.114220994493195,-0.101226874211157,6.30726741200752e-226
"263","slope","Urban","Summer",-0.00367259704659783,-0.011415823671842,0.00407062957864634,0.352556995841469
"264","slope","Urban","Winter",-0.081520650675806,-0.0889247793963586,-0.0741165219552535,3.78494823776501e-102
"265","slope","Natural","Summer",-0.0329044562671068,-0.0375120205212042,-0.0282968920130095,2.5825115514322e-44
"266","slope","Natural","Winter",-0.151507253043922,-0.156128792745395,-0.146885713342449,0
"267","slope","Suburban","Summer",-0.010791393527779,-0.0179777119585692,-0.00360507509698878,0.00325025520031822
"268","slope","Suburban","Winter",-0.108517080203367,-0.115004745353425,-0.102029415053309,8.58908236815041e-230
